Word,Alternative.spelling,Freq_pm,Dom_PoS_SUBTLEX,Nletters,Nphon,Nsyll,Lemma_highest_PoS,AoA_Kup,Perc_known,AoA_Kup_lem,Perc_known_lem,AoA_Bird_lem,AoA_Bristol_lem,AoA_Cort_lem,AoA_Schock,mid_level_category
suppers,suppers,0.24,Noun,7,5,2,supper,,,6.32,1.0,,5.15,,5.31,unknown_noun
supping,supping,0.08,Verb,7,5,2,sup,,,11.53,0.79,,,11.7,,consumption
supplanted,supplanted,0.1,Verb,10,9,3,supplant,,,13.47,0.83,,,,,social
supplants,supplants,0.02,Verb,9,8,2,supplant,,,13.47,0.83,,,,,social
supplementing,supplementing,0.06,Verb,13,11,4,supplement,,,11.45,1.0,,,,,possession
supplements,supplements,0.45,Noun,11,10,3,supplement,,,11.45,1.0,,,,,unknown_noun
supplicants,supplicants,0.02,Noun,11,10,3,supplicant,,,11.93,0.83,,,,,unknown_noun
supplications,supplications,0.08,Noun,13,11,4,supplication,,,12.18,0.94,,,,,unknown_noun
supplied,supplied,2.39,Verb,8,6,2,supply,,,8.73,1.0,,8.3,,7.96,possession
suppliers,suppliers,0.75,Noun,9,7,3,supplier,,,10.05,1.0,,,,,unknown_noun
supplies,supplies,14.06,Noun,8,6,2,supply,,,8.73,1.0,,8.3,,7.96,unknown_noun
supplying,supplying,0.82,Verb,9,7,3,supply,,,8.73,1.0,,8.3,,7.96,possession
supported,supported,3.65,Verb,9,8,3,support,,,8.53,1.0,8.19,,,7.49,cognition_action
supporters,supporters,1.04,Noun,10,8,3,supporter,,,8.75,1.0,,,,,unknown_noun
supporting,supporting,4.59,Verb,10,8,3,support,,,8.53,1.0,8.19,,,7.49,cognition_action
supports,supports,2.06,Verb,8,7,2,support,,,8.53,1.0,8.19,,,7.49,cognition_action
supposes,supposes,0.49,Verb,8,7,3,suppose,,,8.21,1.0,7.82,,,7.88,cognition_action
suppositions,suppositions,0.1,Noun,12,10,4,supposition,,,12.23,0.68,,12.11,,,unknown_noun
suppositories,suppositories,0.22,Noun,13,10,5,suppository,,,12.0,1.0,,,,,unknown_noun
suppressed,suppressed,0.69,Verb,10,7,2,suppress,,,12.94,1.0,,,,11.59,change
suppresses,suppresses,0.14,Verb,10,8,3,suppress,,,12.94,1.0,,,,11.59,change
suppressing,suppressing,0.69,Verb,11,8,3,suppress,,,12.94,1.0,,,,11.59,change
supremacists,supremacists,0.12,Noun,12,12,4,supremacist,,,13.89,0.95,,,,,unknown_noun
sups,sups,0.02,Verb,4,4,1,sup,,,11.53,0.79,,,11.7,,consumption
surer,surer,0.24,Adjective,5,4,2,sure,,,4.85,1.0,6.02,,5.61,,quality
surest,surest,0.29,Adjective,6,6,2,sure,,,4.85,1.0,6.02,,5.61,,quality
surfaced,surfaced,0.84,Verb,8,6,2,surface,,,8.86,1.0,,7.56,,8.04,change
surfaces,surfaces,0.73,Noun,8,7,3,surface,,,8.86,1.0,,7.56,,8.04,unknown_noun
surfacing,surfacing,0.33,Verb,9,7,3,surface,,,8.86,1.0,,7.56,,8.04,change
surfed,surfed,0.41,Verb,6,4,1,surf,,,7.4,1.0,,7.37,6.81,,motion
surfers,surfers,1.22,Noun,7,5,2,surfer,,,7.58,1.0,,,,,unknown_noun
surfing,surfing,4.51,Verb,7,5,2,surf,,,7.4,1.0,,7.37,6.81,,motion
surfs,surfs,0.12,Verb,5,4,1,surf,,,7.4,1.0,,7.37,6.81,,motion
surged,surged,0.14,Verb,6,4,1,surge,,,9.82,0.94,,10.49,10.53,,motion
surgeons,surgeons,3.82,Noun,8,6,2,surgeon,,,8.58,1.0,9.86,,,9.13,unknown_noun
surgeries,surgeries,0.82,Noun,9,6,3,surgery,,,7.68,1.0,,,,,unknown_noun
surges,surges,0.37,Noun,6,5,2,surge,,,9.82,0.94,,10.49,10.53,,unknown_noun
surging,surging,0.33,Verb,7,5,2,surge,,,9.82,0.94,,10.49,10.53,,motion
surlier,surlier,0.02,Adjective,7,5,3,surly,,,11.47,0.89,,,,11.8,quality
surliest,surliest,0.02,Adjective,8,7,3,surly,,,11.47,0.89,,,,11.8,quality
surmised,surmised,0.2,Verb,8,6,2,surmise,,,12.72,0.95,,,,,communication
surmises,surmises,0.02,Verb,8,7,3,surmise,,,12.72,0.95,,,,,communication
surnamed,surnamed,0.08,Verb,8,6,2,surname,,,12.22,1.0,,,,,verb_other
surnames,surnames,0.1,Noun,8,6,2,surname,,,12.22,1.0,,,,,unknown_noun
surpassed,surpassed,1.29,Verb,9,6,2,surpass,,,11.0,1.0,,,,,motion
surpasses,surpasses,0.31,Verb,9,7,3,surpass,,,11.0,1.0,,,,,motion
surpassing,surpassing,0.24,Verb,10,7,3,surpass,,,11.0,1.0,,,,,motion
surplices,surplices,0.02,Noun,9,7,2,surplice,,,15.3,0.53,,,,,unknown_noun
surpluses,surpluses,0.06,Noun,9,8,3,surplus,,,11.33,0.95,,12.94,,10.9,unknown_noun
surprises,surprises,9.75,Noun,9,8,3,surprise,,,5.47,1.0,,6.5,,6.06,unknown_noun
surrealists,surrealists,0.22,Noun,11,10,4,surrealist,,,14.0,1.0,,,,,unknown_noun
surrendered,surrendered,2.31,Verb,11,7,3,surrender,,,7.61,1.0,,7.71,,,competition
surrendering,surrendering,0.98,Verb,12,8,4,surrender,,,7.61,1.0,,7.71,,,competition
surrenders,surrenders,0.37,Verb,10,7,3,surrender,,,7.61,1.0,,7.71,,,competition
surrogates,surrogates,0.27,Noun,10,7,3,surrogate,,,14.88,0.89,,,,,unknown_noun
surrounded,surrounded,13.27,Verb,10,7,3,surround,,,8.05,1.0,,,,8.12,contact
surrounds,surrounds,0.88,Verb,9,6,2,surround,,,8.05,1.0,,,,8.12,contact
surveyed,surveyed,0.29,Verb,8,5,2,survey,,,11.26,1.0,,,,8.37,cognition_action
surveying,surveying,0.33,Verb,9,6,3,survey,,,11.26,1.0,,,,8.37,cognition_action
surveyors,surveyors,0.22,Noun,9,6,3,surveyor,,,11.67,1.0,11.53,,,,unknown_noun
surveys,surveys,0.55,Noun,7,5,2,survey,,,11.26,1.0,,,,8.37,unknown_noun
survivalists,survivalists,0.04,Noun,12,11,4,survivalist,,,12.53,1.0,,,,,unknown_noun
survivals,survivals,0.04,Noun,9,8,3,survival,,,8.47,1.0,,,,,unknown_noun
survived,survived,12.94,Verb,8,6,2,survive,,,7.11,1.0,9.32,7.37,,7.8,stative
survives,survives,1.75,Verb,8,6,2,survive,,,7.11,1.0,9.32,7.37,,7.8,stative
survivors,survivors,6.53,Noun,9,7,3,survivor,,,7.95,1.0,,,,,unknown_noun
susceptibilities,susceptibilities,0.02,Noun,16,14,6,susceptibility,,,14.47,0.95,,,,,unknown_noun
suspected,suspected,9.75,Verb,9,9,3,suspect,,,8.58,1.0,,9.34,,8.87,communication
suspecting,suspecting,0.96,Verb,10,9,3,suspect,,,8.58,1.0,,9.34,,8.87,communication
suspects,suspects,12.45,Noun,8,8,2,suspect,,,8.58,1.0,,9.34,,8.87,unknown_noun
suspended,suspended,7.31,Verb,9,9,3,suspend,,,9.11,1.0,,9.34,,9.22,contact
suspenders,suspenders,0.84,Noun,10,9,3,suspender,,,7.39,1.0,,,,,unknown_noun
suspending,suspending,0.39,Verb,10,9,3,suspend,,,9.11,1.0,,9.34,,9.22,contact
suspends,suspends,0.08,Verb,8,8,2,suspend,,,9.11,1.0,,9.34,,9.22,contact
suspensions,suspensions,0.08,Noun,11,10,3,suspension,,,10.11,1.0,,,,,unknown_noun
suspicions,suspicions,3.25,Noun,10,9,3,suspicion,,,10.21,1.0,,9.45,,,unknown_noun
sustaining,sustaining,0.55,Verb,10,8,3,sustain,,,10.39,1.0,,11.26,,10.7,cognition_action
sustains,sustains,0.29,Verb,8,7,2,sustain,,,10.39,1.0,,11.26,,10.7,cognition_action
sutured,sutured,0.14,Verb,7,5,2,suture,,,14.61,0.95,,,,11.39,contact
sutures,sutures,1.65,Noun,7,5,2,suture,,,14.61,0.95,,,,11.39,unknown_noun
suturing,suturing,0.51,Verb,8,6,3,suture,,,14.61,0.95,,,,11.39,contact
swabbed,swabbed,0.41,Verb,7,5,1,swab,,,8.94,1.0,,,9.17,,contact
swabbing,swabbing,0.24,Verb,8,6,2,swab,,,8.94,1.0,,,9.17,,contact
swabs,swabs,0.84,Noun,5,5,1,swab,,,8.94,1.0,,,9.17,,unknown_noun
swags,swags,0.04,Noun,5,5,1,swag,,,12.95,0.91,,,11.7,,unknown_noun
swallowed,swallowed,6.71,Verb,9,6,2,swallow,,,5.17,1.0,7.1,5.6,,5.56,consumption
swallowing,swallowing,1.45,Verb,10,7,3,swallow,,,5.17,1.0,7.1,5.6,,5.56,consumption
swallows,swallows,1.67,Verb,8,6,2,swallow,,,5.17,1.0,7.1,5.6,,5.56,consumption
swam,swam,2.41,Verb,4,4,1,swim,,,4.17,1.0,5.16,5.11,4.13,,motion
swamis,swamis,0.08,Noun,6,6,2,swami,,,11.14,0.74,,,,,unknown_noun
swamped,swamped,1.59,Verb,7,6,1,swamp,,,7.95,1.0,,7.98,6.53,,contact
swamps,swamps,0.88,Noun,6,6,1,swamp,,,7.95,1.0,,7.98,6.53,,unknown_noun
swankier,swankier,0.02,Adjective,8,7,3,swanky,,,11.78,0.86,,,,,quality
swankiest,swankiest,0.1,Adjective,9,9,3,swanky,,,11.78,0.86,,,,,quality
swans,swans,1.27,Noun,5,5,1,swan,,,6.32,1.0,5.48,,5.54,,unknown_noun
swapped,swapped,0.65,Verb,7,5,1,swap,,,7.53,1.0,,,7.7,,possession
swapping,swapping,0.76,Verb,8,6,2,swap,,,7.53,1.0,,,7.7,,possession
swaps,swaps,0.08,Verb,5,5,1,swap,,,7.53,1.0,,,7.7,,possession
swarmed,swarmed,0.35,Verb,7,6,1,swarm,,,8.68,1.0,,,8.8,,motion
swarming,swarming,1.04,Verb,8,7,2,swarm,,,8.68,1.0,,,8.8,,motion
swarms,swarms,0.43,Noun,6,6,1,swarm,,,8.68,1.0,,,8.8,,unknown_noun
swashbucklers,swashbucklers,0.02,Noun,13,11,3,swashbuckler,,,11.18,0.89,,,,,unknown_noun
swashes,swashes,0.02,Noun,7,6,2,swash,,,11.57,0.78,,,12.1,,unknown_noun
swastikas,swastikas,0.06,Noun,9,9,3,swastika,,,10.53,0.95,,,,,unknown_noun
swatches,swatches,0.51,Noun,8,6,2,swatch,,,10.74,1.0,,,,,unknown_noun
swathed,swathed,0.08,Verb,7,5,1,swathe,,,12.06,0.77,,,13.24,,contact
swats,swats,0.08,Verb,5,5,1,swat,,,7.25,0.95,,,7.36,,contact
swatted,swatted,0.25,Verb,7,6,2,swat,,,7.25,0.95,,,7.36,,contact
swatters,swatters,0.14,Verb,8,7,2,swatter,,,11.43,0.78,,,,,contact
swatting,swatting,0.18,Verb,8,6,2,swat,,,7.25,0.95,,,7.36,,contact
swayed,swayed,0.57,Verb,6,4,1,sway,,,9.58,1.0,,8.73,8.51,,social
swaying,swaying,0.88,Verb,7,5,2,sway,,,9.58,1.0,,8.73,8.51,,social
sways,sways,0.14,Verb,5,4,1,sway,,,9.58,1.0,,8.73,8.51,,social
swears,swears,2.31,Verb,6,5,1,swear,,,7.21,1.0,7.39,,7.49,,communication
sweated,sweated,0.71,Verb,7,6,2,sweat,,,7.26,1.0,7.31,6.81,5.59,,body_action
sweaters,sweaters,2.06,Noun,8,6,2,sweater,,,5.22,1.0,,,,5.25,unknown_noun
sweatier,sweatier,0.02,Adjective,8,6,3,sweaty,,,5.94,1.0,,,,,adj_other
sweatiest,sweatiest,0.06,Adjective,9,8,3,sweaty,,,5.94,1.0,,,,,adj_other
sweating,sweating,8.22,Verb,8,6,2,sweat,,,7.26,1.0,7.31,6.81,5.59,,body_action
sweats,sweats,1.61,Noun,6,5,1,sweat,,,7.26,1.0,7.31,6.81,5.59,,unknown_noun
sweatshirts,sweatshirts,0.25,Noun,11,8,2,sweatshirt,,,5.0,1.0,,,,,unknown_noun
sweatshops,sweatshops,0.24,Noun,10,8,2,sweatshop,,,11.33,1.0,,,,,unknown_noun
sweepers,sweepers,0.27,Noun,8,6,2,sweeper,,,8.22,1.0,6.21,,,,unknown_noun
sweeps,sweeps,2.12,Verb,6,5,1,sweep,,,4.2,1.0,5.37,5.99,6.03,,motion
sweepstakes,sweepstakes,0.8,Noun,11,9,2,sweepstake,,,10.67,1.0,,,,,unknown_noun
sweetened,sweetened,0.35,Verb,9,7,2,sweeten,,,7.78,1.0,6.34,,,,perception
sweeteners,sweeteners,0.06,Noun,10,8,3,sweetener,,,9.65,1.0,,,,,unknown_noun
sweetening,sweetening,0.16,Verb,10,8,3,sweeten,,,7.78,1.0,6.34,,,,perception
sweetens,sweetens,0.04,Verb,8,7,2,sweeten,,,7.78,1.0,6.34,,,,perception
sweeter,sweeter,2.61,Adjective,7,5,2,sweet,,,4.53,1.0,3.73,,4.47,,quality
sweetest,sweetest,5.78,Adjective,8,7,2,sweet,,,4.53,1.0,3.73,,4.47,,quality
sweethearts,sweethearts,2.31,Noun,11,9,2,sweetheart,,,6.26,1.0,,,,,unknown_noun
sweeties,sweeties,0.24,Noun,8,6,2,sweetie,,,6.55,1.0,,,,,unknown_noun
sweets,sweets,2.39,Noun,6,5,1,sweet,,,4.53,1.0,3.73,,4.47,,unknown_noun
swelled,swelled,0.76,Verb,7,5,1,swell,,,7.42,1.0,7.26,8.51,7.74,,change
swells,swells,1.2,Noun,6,5,1,swell,,,7.42,1.0,7.26,8.51,7.74,,unknown_noun
swelters,swelters,0.02,Verb,8,7,2,swelter,,,11.74,1.0,,,,,body_action
swept,swept,4.76,Verb,5,5,1,sweep,,,4.2,1.0,5.37,5.99,6.03,,motion
swerved,swerved,0.47,Verb,7,5,1,swerve,,,8.69,0.89,,,9.02,,motion
swerves,swerves,0.08,Verb,7,5,1,swerve,,,8.69,0.89,,,9.02,,motion
swerving,swerving,0.22,Verb,8,6,2,swerve,,,8.69,0.89,,,9.02,,motion
swifter,swifter,0.06,Adjective,7,6,2,swift,,,7.79,1.0,,7.86,8.82,,quality
swiftest,swiftest,0.18,Adjective,8,8,2,swift,,,7.79,1.0,,7.86,8.82,,quality
swifts,swifts,0.02,Noun,6,6,1,swift,,,7.79,1.0,,7.86,8.82,,unknown_noun
swigging,swigging,0.06,Verb,8,6,2,swig,,,9.89,0.95,,,10.42,,contact
swigs,swigs,0.08,Noun,5,5,1,swig,,,9.89,0.95,,,10.42,,unknown_noun
swilling,swilling,0.14,Verb,8,6,2,swill,,,14.0,0.74,,,,,consumption
swimmers,swimmers,1.49,Noun,8,6,2,swimmer,,,5.11,1.0,,,,,unknown_noun
swims,swims,1.43,Verb,5,5,1,swim,,,4.17,1.0,5.16,5.11,4.13,,motion
swimsuits,swimsuits,0.43,Noun,9,8,2,swimsuit,,,5.61,1.0,,,,,unknown_noun
swindled,swindled,0.61,Verb,8,8,2,swindle,,,11.06,0.94,,11.89,,12.53,social
swindlers,swindlers,0.12,Noun,9,8,2,swindler,,,11.67,0.95,,,,,unknown_noun
swindles,swindles,0.04,Noun,8,8,2,swindle,,,11.06,0.94,,11.89,,12.53,unknown_noun
swindling,swindling,0.24,Verb,9,8,2,swindle,,,11.06,0.94,,11.89,,12.53,social
swingers,swingers,0.86,Noun,8,6,2,swinger,,,13.74,1.0,,,,,unknown_noun
swinging,swinging,6.14,Verb,8,6,2,swing,,,4.16,1.0,4.6,5.22,4.65,,motion
swings,swings,3.53,Noun,6,5,1,swing,,,4.16,1.0,4.6,5.22,4.65,,unknown_noun
swiped,swiped,1.65,Verb,6,5,1,swipe,,,9.63,1.0,,,8.73,,possession
swipes,swipes,0.14,Verb,6,5,1,swipe,,,9.63,1.0,,,8.73,,possession
swiping,swiping,0.41,Verb,7,6,2,swipe,,,9.63,1.0,,,8.73,,possession
swirled,swirled,0.1,Verb,7,5,1,swirl,,,6.67,1.0,,,7.01,,motion
swirling,swirling,0.9,Verb,8,6,2,swirl,,,6.67,1.0,,,7.01,,motion
swirls,swirls,0.33,Noun,6,5,1,swirl,,,6.67,1.0,,,7.01,,unknown_noun
swishes,swishes,0.12,Verb,7,6,2,swish,,,9.89,1.0,,,6.87,,perception
swishing,swishing,0.24,Verb,8,6,2,swish,,,9.89,1.0,,,6.87,,perception
switchblades,switchblades,0.06,Noun,12,9,2,switchblade,,,10.32,1.0,,,,,unknown_noun
switchboards,switchboards,0.06,Noun,12,9,2,switchboard,,,8.56,1.0,,,,,unknown_noun
switched,switched,7.67,Verb,8,5,1,switch,,,4.78,1.0,7.14,,7.01,,change
switches,switches,2.63,Noun,8,6,2,switch,,,4.78,1.0,7.14,,7.01,,unknown_noun
switching,switching,3.8,Verb,9,6,2,switch,,,4.78,1.0,7.14,,7.01,,change
swiveling,swivelling,0.16,Verb,9,8,3,swivel,,,9.53,1.0,,,,,motion
swivels,swivels,0.06,Verb,7,7,2,swivel,,,9.53,1.0,,,,,motion
swizzles,swizzles,0.02,Noun,8,7,2,swizzle,,,10.42,0.63,,,,,unknown_noun
swooned,swooned,0.22,Verb,7,5,1,swoon,,,12.17,0.95,,,10.82,,body_action
swooning,swooning,0.16,Verb,8,6,2,swoon,,,12.17,0.95,,,10.82,,body_action
swoons,swoons,0.06,Verb,6,5,1,swoon,,,12.17,0.95,,,10.82,,body_action
swooped,swooped,0.49,Verb,7,5,1,swoop,,,6.11,1.0,,,7.37,,motion
swooping,swooping,0.37,Verb,8,6,2,swoop,,,6.11,1.0,,,7.37,,motion
swoops,swoops,0.08,Verb,6,5,1,swoop,,,6.11,1.0,,,7.37,,motion
swooshing,swooshing,0.16,Verb,9,6,2,swoosh,,,7.17,1.0,,,,,perception
swop,swop,0.02,Verb,4,4,1,swap,,,7.53,1.0,,,7.7,,possession
swords,swords,4.31,Noun,6,5,1,sword,,,5.45,1.0,,6.88,5.86,,unknown_noun
swordsmen,swordsmen,0.24,Noun,9,8,2,swordsman,,,9.78,1.0,,,,,unknown_noun
swore,swore,8.75,Verb,5,4,1,swear,,,7.21,1.0,7.39,,7.49,,communication
sworn,sworn,9.69,Verb,5,5,1,swear,,,7.21,1.0,7.39,,7.49,,communication
swum,swum,0.39,Verb,4,4,1,swim,,,4.17,1.0,5.16,5.11,4.13,,motion
swung,swung,2.29,Verb,5,4,1,swing,,,4.16,1.0,4.6,5.22,4.65,,motion
sycamores,sycamores,0.02,Noun,9,8,3,sycamore,,,11.12,0.89,,7.62,,,unknown_noun
sycophants,sycophants,0.16,Noun,10,9,3,sycophant,,,15.89,0.43,,,,,unknown_noun
syllables,syllables,0.8,Noun,9,8,3,syllable,,,8.1,1.0,,9.81,,,unknown_noun
symbolized,symbolised,0.1,Verb,10,9,3,symbolize,,,9.76,1.0,,,,,communication
symbolizes,symbolises,0.47,Verb,10,10,4,symbolize,,,9.76,1.0,,,,,communication
symbolizing,symbolising,0.1,Verb,11,10,4,symbolize,,,9.76,1.0,,,,,communication
symbols,symbols,2.51,Noun,7,7,2,symbol,,,7.26,1.0,,8.22,,7.41,unknown_noun
symmetries,symmetries,0.02,Noun,10,8,3,symmetry,,,11.39,1.0,,,,,unknown_noun
sympathies,sympathies,1.31,Noun,10,8,3,sympathy,,,8.79,1.0,,9.19,,,unknown_noun
sympathizers,sympathisers,0.24,Noun,12,10,4,sympathizer,,,13.11,0.95,,,,,unknown_noun
sympathizes,sympathises,0.08,Verb,11,10,4,sympathize,,,9.42,1.0,,,,,verb_other
sympathizing,sympathising,0.08,Verb,12,10,4,sympathize,,,9.42,1.0,,,,,verb_other
symphonies,symphonies,0.39,Noun,10,8,3,symphony,,,8.33,1.0,,,,,unknown_noun
symposiums,symposiums,0.02,Noun,10,10,4,symposium,,,14.82,0.85,,,,,unknown_noun
symptoms,symptoms,7.98,Noun,8,8,2,symptom,,,8.68,1.0,,9.03,,9.05,unknown_noun
synagogues,synagogues,0.18,Noun,10,8,3,synagogue,,,11.73,0.83,,,,,unknown_noun
synapses,synapses,0.24,Noun,8,7,3,synapse,,,14.88,0.84,,,,,unknown_noun
synced,synced,0.14,Verb,6,5,1,sync,,,13.22,1.0,,,11.7,,change
synch,synch,0.69,Noun,5,4,1,sync,,,13.22,1.0,,,11.7,,unknown_noun
synched,synched,0.14,Verb,7,5,1,sync,,,13.22,1.0,,,11.7,,verb_other
synchronizes,synchronises,0.02,Verb,12,11,4,synchronize,,,11.53,1.0,,,,,change
synchs,synchs,0.04,Noun,6,5,1,sync,,,13.22,1.0,,,11.7,,unknown_noun
syncs,syncs,0.02,Verb,5,5,1,sync,,,13.22,1.0,,,11.7,,change
syndicated,syndicated,0.41,Verb,10,10,4,syndicate,,,15.42,1.0,,,,,social
syndicates,syndicates,0.16,Noun,10,9,3,syndicate,,,15.42,1.0,,,,,unknown_noun
syndromes,syndromes,0.1,Noun,9,8,2,syndrome,,,11.72,0.95,,,,10.6,unknown_noun
synergies,synergies,0.02,Noun,9,7,3,synergy,,,14.76,0.85,,,,,unknown_noun
synonyms,synonyms,0.16,Noun,8,8,3,synonym,,,8.32,1.0,,,,,unknown_noun
synopses,synopses,0.02,Noun,8,8,3,synopsis,,,12.67,1.0,,,,,unknown_noun
synthesizers,synthesisers,0.06,Noun,12,10,4,synthesizer,,,10.89,0.95,,,,,unknown_noun
synthesizes,synthesises,0.02,Verb,11,10,4,synthesize,,,13.32,1.0,,,,,cognition_action
synthesizing,synthesising,0.14,Verb,12,10,4,synthesize,,,13.32,1.0,,,,,cognition_action
synthetics,synthetics,0.16,Noun,10,9,3,synthetic,,,10.68,1.0,,,,,unknown_noun
syphilitics,syphilitics,0.02,Noun,11,10,4,syphilitic,,,17.29,0.39,,,,,unknown_noun
syringes,syringes,0.49,Noun,8,7,3,syringe,,,10.63,1.0,,9.58,,10.9,unknown_noun
syrups,syrups,0.06,Noun,6,5,2,syrup,,,5.42,1.0,,6.01,,5.37,unknown_noun
systems,systems,16.63,Noun,7,7,2,system,,,9.9,1.0,,9.13,,7.96,unknown_noun
tableaux,tableaux,0.02,Noun,8,5,2,tableau,,,12.75,0.89,,,,,unknown_noun
tablecloths,tablecloths,0.75,Noun,11,10,3,tablecloth,,,6.26,1.0,,,,,unknown_noun
tables,tables,11.75,Noun,6,6,2,table,,,4.39,1.0,3.89,,,4.05,unknown_noun
tablespoons,tablespoons,0.06,Noun,11,10,3,tablespoon,,,6.63,1.0,,5.3,,,unknown_noun
tabletops,tabletops,0.06,Noun,9,9,3,tabletop,,,4.79,1.0,,,,,unknown_noun
tablets,tablets,1.41,Noun,7,7,2,tablet,,,6.83,1.0,6.73,,,8.2,unknown_noun
tabling,tabling,0.08,Verb,7,7,3,table,,,4.39,1.0,3.89,,,4.05,stative
tabloids,tabloids,0.96,Noun,8,7,2,tabloid,,,10.95,1.0,,,,11.39,unknown_noun
taboos,taboos,0.25,Noun,6,5,2,taboo,,,12.26,1.0,,12.45,,11.49,unknown_noun
tabs,tabs,2.12,Noun,4,4,1,tab,,,9.33,1.0,,,8.33,,unknown_noun
tabulations,tabulations,0.04,Noun,11,11,4,tabulation,,,14.5,0.78,,,,,unknown_noun
tacked,tacked,0.22,Verb,6,4,1,tack,,,6.63,0.95,,7.28,7.56,,creation
tackiest,tackiest,0.04,Adjective,8,7,3,tacky,,,9.26,1.0,,,,,quality
tackled,tackled,0.75,Verb,7,6,2,tackle,,,9.3,1.0,,,,6.75,social
tacklers,tacklers,0.02,Noun,8,7,3,tackler,,,11.58,0.95,,,,,unknown_noun
tackles,tackles,0.29,Verb,7,6,2,tackle,,,9.3,1.0,,,,6.75,social
tackling,tackling,0.49,Verb,8,6,2,tackle,,,9.3,1.0,,,,6.75,social
tacks,tacks,0.51,Noun,5,4,1,tack,,,6.63,0.95,,7.28,7.56,,unknown_noun
