Word,Alternative.spelling,Freq_pm,Dom_PoS_SUBTLEX,Nletters,Nphon,Nsyll,Lemma_highest_PoS,AoA_Kup,Perc_known,AoA_Kup_lem,Perc_known_lem,AoA_Bird_lem,AoA_Bristol_lem,AoA_Cort_lem,AoA_Schock
garage,garage,27.22,Noun,6,4,2,garage,5.26,1.00,5.26,1.00,,,,5.56
grandchild,grandchild,1.53,Noun,10,9,2,grandchild,5.26,1.00,5.26,1.00,,,,
happen,happen,254.27,Verb,6,5,2,happen,5.26,1.00,5.26,1.00,6.30,,,5.87
helicopter,helicopter,15.80,Noun,10,9,4,helicopter,5.26,1.00,5.26,1.00,,,,
jeans,jeans,6.61,Noun,5,4,1,jeans,5.26,1.00,5.26,1.00,,,5.46,
jungle,jungle,22.57,Noun,6,6,2,jungle,5.26,1.00,5.26,1.00,,,,5.43
painting,painting,29.20,Noun,8,6,2,painting,5.26,1.00,5.26,1.00,,5.30,,
pick,pick,198.39,Verb,4,3,1,pick,5.26,1.00,5.26,1.00,5.13,5.26,5.13,
prince,prince,45.08,Noun,6,5,1,prince,5.26,1.00,5.26,1.00,5.64,4.81,5.26,
quit,quit,90.10,Verb,4,4,1,quit,5.26,1.00,5.26,1.00,,7.43,5.68,
selfish,selfish,15.90,Adjective,7,6,2,selfish,5.26,1.00,5.26,1.00,,6.79,,7.19
shake,shake,39.63,Verb,5,3,1,shake,5.26,1.00,5.26,1.00,5.30,,6.13,
slipper,slipper,2.22,Noun,7,5,2,slipper,5.26,1.00,5.26,1.00,4.80,5.33,,
stomach,stomach,33.82,Noun,7,6,2,stomach,5.26,1.00,5.26,1.00,,5.33,,5.20
teaspoon,teaspoon,0.47,Noun,8,6,2,teaspoon,5.26,1.00,5.26,1.00,,,,
upset,upset,74.51,Verb,5,5,2,upset,5.26,1.00,5.26,1.00,5.40,6.64,,6.06
still,still,788.73,Adverb,5,4,1,still,5.26,1.00,5.26,1.00,5.72,,5.33,
their,their,655.16,Pronoun,5,3,1,their,5.26,1.00,5.26,1.00,5.48,,5.59,
bottom,bottom,49.92,Noun,6,5,2,bottom,5.28,1.00,5.28,1.00,3.89,4.71,,4.91
crab,crab,6.90,Noun,4,4,1,crab,5.28,1.00,5.28,1.00,,5.94,5.26,
jaws,jaws,2.61,Noun,4,3,1,jaws,5.28,1.00,5.28,1.00,,,,
late,late,269.73,Adjective,4,3,1,late,5.28,1.00,5.28,1.00,5.19,,5.34,
repeat,repeat,33.02,Verb,6,5,2,repeat,5.28,1.00,5.28,1.00,7.82,7.35,,7.72
sunglass,sunglass,0.14,Noun,8,7,2,sunglass,5.28,0.95,5.28,0.95,,,,
undress,undress,2.43,Verb,7,6,2,undress,5.28,1.00,5.28,1.00,,,,
would,would,1767.88,Verb,5,3,1,would,5.28,1.00,5.28,1.00,6.01,,5.68,
germs,germs,3.02,Noun,5,4,1,germs,5.29,1.00,5.29,1.00,,,,
noodles,noodles,6.06,Noun,7,6,2,noodles,5.30,1.00,5.30,1.00,,,,
accident,accident,81.29,Noun,8,8,3,accident,5.30,1.00,5.30,1.00,,6.64,,
basketball,basketball,21.39,Noun,10,9,3,basketball,5.30,1.00,5.30,1.00,,,,
break,break,221.08,Verb,5,4,1,break,5.30,1.00,5.30,1.00,6.88,,5.54,
climb,climb,19.75,Verb,5,4,1,climb,5.30,1.00,5.30,1.00,,4.96,5.66,
cloth,cloth,6.10,Noun,5,4,1,cloth,5.30,1.00,5.30,1.00,,5.24,5.53,
yawn,yawn,1.00,Verb,4,3,1,yawn,5.30,1.00,5.30,1.00,5.30,,5.19,
zip,zip,7.63,Verb,3,3,1,zip,5.30,1.00,5.30,1.00,,,5.99,
back,back,2009.16,Adverb,4,3,1,back,5.31,1.00,5.31,1.00,4.38,4.67,4.25,
early,early,108.04,Adverb,5,3,2,early,5.31,1.00,5.31,1.00,5.37,,,5.20
feeling,feeling,168.18,Verb,7,5,2,feeling,5.31,1.00,5.31,1.00,6.23,6.83,,5.68
pencilsharpener,pencil sharpener,#N/A,#N/A,15,13,5,pencilsharpener,5.31,0.95,5.31,0.95,,,,
somebody,somebody,344.53,Pronoun,8,7,3,somebody,5.31,1.00,5.31,1.00,5.43,,,
zero,zero,21.45,Number,4,4,2,zero,5.31,1.00,5.31,1.00,,4.94,,3.95
allow,allow,44.37,Verb,5,3,2,allow,5.32,1.00,5.32,1.00,6.23,6.18,,6.54
beep,beep,6.51,Noun,4,3,1,beep,5.32,1.00,5.32,1.00,,,,
beetle,beetle,2.06,Noun,6,5,2,beetle,5.32,1.00,5.32,1.00,,,,5.25
clay,clay,12.00,Noun,4,3,1,clay,5.32,1.00,5.32,1.00,,7.18,5.49,
cornflakes,cornflakes,0.49,Noun,10,9,2,cornflakes,5.32,1.00,5.32,1.00,,,,
gas,gas,67.78,Noun,3,3,1,gas,5.32,1.00,5.32,1.00,5.66,6.83,5.73,
gate,gate,32.04,Noun,4,3,1,gate,5.32,1.00,5.32,1.00,,4.88,5.73,
guitar,guitar,15.59,Noun,6,5,2,guitar,5.32,1.00,5.32,1.00,,6.07,,6.47
gumball,gumball,0.18,Noun,7,6,2,gumball,5.32,1.00,5.32,1.00,,,,
hay,hay,6.37,Noun,3,2,1,hay,5.32,1.00,5.32,1.00,,6.03,5.53,
needle,needle,11.92,Noun,6,5,2,needle,5.32,1.00,5.32,1.00,,5.41,,6.54
nosebleed,nosebleed,0.80,Noun,9,7,2,nosebleed,5.32,1.00,5.32,1.00,,,,
rake,rake,2.98,Verb,4,3,1,rake,5.32,1.00,5.32,1.00,,6.77,6.03,
shy,shy,18.37,Adjective,3,2,1,shy,5.32,1.00,5.32,1.00,5.33,,5.68,
skunk,skunk,3.25,Noun,5,5,1,skunk,5.32,1.00,5.32,1.00,9.43,,5.39,
snowflake,snowflake,1.18,Noun,9,7,2,snowflake,5.32,1.00,5.32,1.00,,,,
super,super,26.20,Adjective,5,4,2,super,5.32,1.00,5.32,1.00,,5.77,,5.62
ticket,ticket,45.57,Noun,6,5,2,ticket,5.32,1.00,5.32,1.00,,5.98,,6.40
waffle,waffle,2.12,Noun,6,5,2,waffle,5.32,1.00,5.32,1.00,,,,4.80
windmill,windmill,1.27,Noun,8,7,2,windmill,5.32,1.00,5.32,1.00,,,,
world,world,455.22,Noun,5,4,1,world,5.32,1.00,5.32,1.00,6.23,,4.99,
bless,bless,35.06,Verb,5,4,1,bless,5.33,1.00,5.33,1.00,,7.34,5.93,
camping,camping,6.18,Noun,7,6,2,camping,5.33,1.00,5.33,1.00,,,,
flag,flag,17.49,Noun,4,4,1,flag,5.33,1.00,5.33,1.00,,5.30,5.93,
garden,garden,26.55,Noun,6,6,2,garden,5.33,1.00,5.33,1.00,4.62,3.94,,5.37
heat,heat,40.08,Noun,4,3,1,heat,5.33,1.00,5.33,1.00,5.54,5.67,5.13,
hose,hose,8.06,Noun,4,3,1,hose,5.33,1.00,5.33,1.00,,6.35,6.72,
jaw,jaw,7.14,Noun,3,2,1,jaw,5.33,1.00,5.33,1.00,,7.24,5.86,
noisy,noisy,5.04,Adjective,5,4,2,noisy,5.33,1.00,5.33,1.00,,,,
other,other,735.39,Adjective,5,3,2,other,5.33,1.00,5.33,1.00,5.97,5.88,,5.81
raspberry,raspberry,1.88,Noun,9,7,3,raspberry,5.33,1.00,5.33,1.00,,,,
salty,salty,2.49,Adjective,5,5,2,salty,5.33,1.00,5.33,1.00,,,,
sheet,sheet,11.61,Noun,5,3,1,sheet,5.33,1.00,5.33,1.00,,5.16,5.56,
ship,ship,98.88,Noun,4,3,1,ship,5.33,1.00,5.33,1.00,,5.13,4.53,
sunscreen,sunscreen,1.00,Noun,9,8,2,sunscreen,5.33,1.00,5.33,1.00,,,,
tiny,tiny,32.22,Adjective,4,4,2,tiny,5.33,1.00,5.33,1.00,4.90,5.11,,5.43
triceratops,triceratops,0.04,Noun,11,11,4,triceratops,5.33,1.00,5.33,1.00,,,,
groceries,groceries,5.90,Noun,9,7,3,groceries,5.35,1.00,5.35,1.00,,,,
knuckles,knuckles,3.45,Noun,8,6,2,knuckles,5.35,1.00,5.35,1.00,,,,
earthworm,earthworm,0.14,Noun,9,5,2,earthworm,5.35,1.00,5.35,1.00,,,,
hall,hall,51.94,Noun,4,3,1,hall,5.35,1.00,5.35,1.00,,5.77,5.79,
hiccup,hiccough,0.53,Noun,6,5,2,hiccup,5.35,0.94,5.35,0.94,,,,6.00
robot,robot,12.18,Noun,5,5,2,robot,5.35,1.00,5.35,1.00,,,,6.13
anyone,anyone,255.25,Pronoun,6,6,3,anyone,5.36,0.95,5.36,0.95,5.01,,,
coathanger,coathanger,#N/A,#N/A,10,7,3,coathanger,5.36,0.95,5.36,0.95,,,,
eight,eight,98.24,Number,5,2,1,eight,5.36,1.00,5.36,1.00,,4.41,3.65,
fifth,fifth,19.20,Number,5,4,1,fifth,5.36,1.00,5.36,1.00,,5.50,5.79,
firehydrant,fire hydrant,#N/A,#N/A,11,11,4,firehydrant,5.36,1.00,5.36,1.00,,,,
how,how,3056.22,Adverb,3,2,1,how,5.36,1.00,5.36,1.00,5.13,,5.73,
if,if,3541.37,Conjunction,2,2,1,if,5.36,1.00,5.36,1.00,4.58,,3.67,
saw,saw,402.49,Verb,3,2,1,saw,5.36,1.00,5.36,1.00,6.16,5.50,4.59,
seven,seven,104.45,Number,5,5,2,seven,5.36,1.00,5.36,1.00,4.62,,,3.91
sixth,sixth,10.80,Number,5,5,1,sixth,5.36,1.00,5.36,1.00,,5.35,,
barefooted,barefooted,0.18,Adjective,10,8,3,barefooted,5.37,1.00,5.37,1.00,,,,
bluebird,bluebird,0.76,Noun,8,6,2,bluebird,5.37,1.00,5.37,1.00,,,,
buddy,buddy,102.88,Noun,5,4,2,buddy,5.37,1.00,5.37,1.00,,,,4.91
candle,candle,8.02,Noun,6,6,2,candle,5.37,1.00,5.37,1.00,,,,5.56
chess,chess,7.45,Noun,5,3,1,chess,5.37,1.00,5.37,1.00,,8.11,7.65,
cinnamon,cinnamon,2.98,Noun,8,7,3,cinnamon,5.37,1.00,5.37,1.00,,,,
correct,correct,44.94,Adjective,7,5,2,correct,5.37,1.00,5.37,1.00,,,,6.54
death,death,216.69,Noun,5,3,1,death,5.37,1.00,5.37,1.00,6.27,,6.03,
dirtiness,dirtiness,0.08,Noun,9,7,3,dirtiness,5.37,1.00,5.37,1.00,6.50,,,
disappear,disappear,20.96,Verb,9,7,3,disappear,5.37,1.00,5.37,1.00,6.34,,,
drawer,drawer,13.00,Noun,6,4,1,drawer,5.37,1.00,5.37,1.00,,,6.13,
earth,earth,99.49,Noun,5,2,1,earth,5.37,1.00,5.37,1.00,,6.41,4.85,
farming,farming,1.61,Noun,7,6,2,farming,5.37,1.00,5.37,1.00,,,,
grab,grab,70.86,Verb,4,4,1,grab,5.37,1.00,5.37,1.00,,6.07,5.68,
lunchroom,lunchroom,0.33,Noun,9,7,2,lunchroom,5.37,1.00,5.37,1.00,,,,
magician,magician,7.65,Noun,8,7,3,magician,5.37,1.00,5.37,1.00,,,,
mind,mind,484.61,Noun,4,4,1,mind,5.37,1.00,5.37,1.00,6.16,,6.06,
puddle,puddle,1.94,Noun,6,5,2,puddle,5.37,1.00,5.37,1.00,,,,5.49
reader,reader,5.45,Noun,6,4,2,reader,5.37,1.00,5.37,1.00,,,,
sauce,sauce,15.59,Noun,5,3,1,sauce,5.37,1.00,5.37,1.00,,5.30,5.89,
skate,skate,5.90,Verb,5,4,1,skate,5.37,1.00,5.37,1.00,6.53,,5.73,
soup,soup,25.20,Noun,4,3,1,soup,5.37,1.00,5.37,1.00,4.52,5.33,4.01,
tool,tool,10.75,Noun,4,3,1,tool,5.37,1.00,5.37,1.00,,6.09,5.34,
web,web,9.22,Noun,3,3,1,web,5.37,1.00,5.37,1.00,,,5.66,
backpack,backpack,3.65,Noun,8,6,2,backpack,5.38,1.00,5.38,1.00,,,,
barnyard,barnyard,0.88,Noun,8,8,2,barnyard,5.38,1.00,5.38,1.00,,,,
footstep,footstep,0.25,Noun,8,7,2,footstep,5.38,1.00,5.38,1.00,,6.41,,
hallway,hallway,9.55,Noun,7,5,2,hallway,5.38,1.00,5.38,1.00,,5.96,,5.81
float,float,7.47,Verb,5,4,1,float,5.39,1.00,5.39,1.00,5.91,6.01,5.61,
honk,honk,2.39,Verb,4,4,1,honk,5.39,1.00,5.39,1.00,,,5.40,
jet,jet,14.14,Noun,3,3,1,jet,5.39,1.00,5.39,1.00,,,5.86,
job,job,413.00,Noun,3,3,1,job,5.39,1.00,5.39,1.00,6.01,,5.20,
laughter,laughter,13.80,Noun,8,5,2,laughter,5.39,1.00,5.39,1.00,,6.50,,
pass,pass,108.12,Verb,4,3,1,pass,5.39,1.00,5.39,1.00,,,5.46,
pony,pony,8.10,Noun,4,4,2,pony,5.39,1.00,5.39,1.00,5.04,4.14,,4.14
secret,secret,109.51,Noun,6,6,2,secret,5.39,1.00,5.39,1.00,,,,5.14
shampoo,shampoo,4.22,Noun,7,5,2,shampoo,5.39,1.00,5.39,1.00,,,,4.64
snuggle,snuggle,1.29,Verb,7,6,2,snuggle,5.39,1.00,5.39,1.00,,6.13,,5.93
spoonful,spoonful,0.59,Noun,8,7,2,spoonful,5.39,1.00,5.39,1.00,,,,
spot,spot,61.57,Noun,4,4,1,spot,5.39,1.00,5.39,1.00,,5.35,5.27,
teacup,teacup,0.65,Noun,6,5,2,teacup,5.39,1.00,5.39,1.00,,,,
way,way,1424.73,Noun,3,2,1,way,5.39,0.97,5.39,0.97,5.16,,5.13,
windy,windy,2.63,Adjective,5,5,2,windy,5.39,1.00,5.39,1.00,,,,
beginning,beginning,63.12,Noun,9,7,3,beginning,5.40,1.00,5.40,1.00,6.09,6.30,,
cardboard,cardboard,2.71,Adjective,9,8,2,cardboard,5.40,1.00,5.40,1.00,,,,
cub,cub,2.10,Noun,3,3,1,cub,5.40,1.00,5.40,1.00,,,6.64,
handwriting,handwriting,5.90,Noun,11,9,3,handwriting,5.40,1.00,5.40,1.00,,,,
listen,listen,544.78,Verb,6,5,2,listen,5.40,1.00,5.40,1.00,5.02,,,4.59
moustache,moustache,3.78,Noun,9,6,2,moustache,5.40,1.00,5.40,1.00,,,,6.06
porch,porch,9.63,Noun,5,4,1,porch,5.40,1.00,5.40,1.00,,6.45,6.06,
superhero,superhero,3.33,Noun,9,8,4,superhero,5.40,1.00,5.40,1.00,,,,
tasty,tasty,6.31,Adjective,5,5,2,tasty,5.40,1.00,5.40,1.00,,,,
tattler,tattler,0.47,Noun,7,5,2,tattler,5.40,1.00,5.40,1.00,,,,
leapfrog,leapfrog,0.35,Verb,8,7,2,leapfrog,5.41,0.94,5.41,0.94,,,,
along,along,182.94,Adverb,5,4,2,along,5.41,1.00,5.41,1.00,4.98,,,7.19
by,by,1340.47,Preposition,2,2,1,by,5.41,1.00,5.41,1.00,4.51,,4.27,
drew,drew,25.04,Name,4,3,1,drew,5.41,1.00,5.41,1.00,,5.64,6.20,
going,going,2123.29,Verb,5,4,2,going,5.41,1.00,5.41,1.00,,,,4.97
near,near,83.10,Preposition,4,3,1,near,5.41,1.00,5.41,1.00,4.93,,5.06,
nowhere,nowhere,39.12,Adverb,7,5,2,nowhere,5.41,1.00,5.41,1.00,5.64,,,6.89
steeringwheel,steering wheel,#N/A,#N/A,13,9,3,steeringwheel,5.41,1.00,5.41,1.00,,,,
tenth,tenth,4.16,Number,5,4,1,tenth,5.41,1.00,5.41,1.00,,6.07,5.47,
beak,beak,2.10,Noun,4,3,1,beak,5.42,1.00,5.42,1.00,,5.39,6.33,
blackboard,blackboard,1.18,Noun,10,8,2,blackboard,5.42,1.00,5.42,1.00,,,,
cover,cover,94.27,Verb,5,4,2,cover,5.42,1.00,5.42,1.00,,5.88,,6.75
dislike,dislike,3.92,Verb,7,6,2,dislike,5.42,1.00,5.42,1.00,6.46,,,
doughnut,doughnut,4.22,Noun,8,5,2,doughnut,5.42,1.00,5.42,1.00,,,,4.75
hammer,hammer,12.47,Noun,6,4,2,hammer,5.42,1.00,5.42,1.00,5.51,5.60,,6.33
height,height,9.33,Noun,6,3,1,height,5.42,1.00,5.42,1.00,,5.98,7.01,
igloo,igloo,0.29,Noun,5,4,2,igloo,5.42,1.00,5.42,1.00,,,,
king,king,129.25,Noun,4,3,1,king,5.42,1.00,5.42,1.00,4.99,,5.33,
lipstick,lipstick,8.80,Noun,8,7,2,lipstick,5.42,1.00,5.42,1.00,,,,
lizard,lizard,4.84,Noun,6,5,2,lizard,5.42,1.00,5.42,1.00,7.74,,,5.31
muddy,muddy,3.00,Adjective,5,4,2,muddy,5.42,1.00,5.42,1.00,,,,
nail,nail,18.65,Verb,4,3,1,nail,5.42,1.00,5.42,1.00,,5.56,5.19,
rectangular,rectangular,0.43,Adjective,11,11,4,rectangular,5.42,1.00,5.42,1.00,,,,
saltshaker,saltshaker,0.12,Noun,10,8,3,saltshaker,5.42,1.00,5.42,1.00,,,,
sandcastle,sandcastle,0.08,Noun,10,9,3,sandcastle,5.42,1.00,5.42,1.00,,,,
seagull,seagull,1.22,Noun,7,5,2,seagull,5.42,1.00,5.42,1.00,,,,
seal,seal,14.75,Verb,4,3,1,seal,5.42,1.00,5.42,1.00,6.88,6.47,5.79,
squeeze,squeeze,15.08,Verb,7,5,1,squeeze,5.42,1.00,5.42,1.00,,5.45,5.39,
syrup,syrup,5.10,Noun,5,4,2,syrup,5.42,1.00,5.42,1.00,,6.01,,5.37
teeny,teeny,2.51,Adjective,5,4,2,teeny,5.42,1.00,5.42,1.00,,,,
tip,tip,27.63,Noun,3,3,1,tip,5.42,1.00,5.42,1.00,,6.62,6.28,
unplugged,unplugged,0.84,Adjective,9,7,2,unplugged,5.42,1.00,5.42,1.00,,,,
vitamin,vitamin,2.67,Noun,7,7,3,vitamin,5.42,1.00,5.42,1.00,,,,
whistle,whistle,15.45,Noun,7,5,2,whistle,5.42,1.00,5.42,1.00,,,,6.00
answer,answer,176.20,Verb,6,4,2,answer,5.43,1.00,5.43,1.00,,5.98,,5.37
birdhouse,birdhouse,0.25,Noun,9,6,2,birdhouse,5.43,1.00,5.43,1.00,,,,
easy,easy,265.71,Adjective,4,3,2,easy,5.43,1.00,5.43,1.00,5.04,,,5.25
neat,neat,12.45,Adjective,4,3,1,neat,5.43,1.00,5.43,1.00,,6.13,5.86,
crunchy,crunchy,0.94,Adjective,7,6,2,crunchy,5.44,1.00,5.44,1.00,,5.77,,
forgive,forgive,76.80,Verb,7,5,2,forgive,5.44,1.00,5.44,1.00,6.77,,,5.93
guess,guess,453.98,Verb,5,3,1,guess,5.44,1.00,5.44,1.00,,5.94,5.59,
helpful,helpful,12.14,Adjective,7,7,2,helpful,5.44,1.00,5.44,1.00,5.81,,,
hockey,hockey,11.53,Noun,6,4,2,hockey,5.44,1.00,5.44,1.00,,,,6.75
honey,honey,300.49,Noun,5,4,2,honey,5.44,1.00,5.44,1.00,,5.82,,4.91
jar,jar,8.31,Noun,3,3,1,jar,5.44,1.00,5.44,1.00,,4.99,5.13,
obey,obey,8.94,Verb,4,3,2,obey,5.44,1.00,5.44,1.00,5.82,,,6.61
proud,proud,83.63,Adjective,5,4,1,proud,5.44,1.00,5.44,1.00,,6.01,6.60,
rainfall,rainfall,0.33,Noun,8,6,2,rainfall,5.44,1.00,5.44,1.00,,,,
rope,rope,22.71,Noun,4,3,1,rope,5.44,1.00,5.44,1.00,,5.73,5.39,
save,save,162.31,Verb,4,3,1,save,5.44,1.00,5.44,1.00,6.16,,5.66,
sight,sight,45.31,Noun,5,3,1,sight,5.44,1.00,5.44,1.00,6.08,,6.60,
stockings,stockings,3.73,Noun,9,7,2,stockings,5.44,1.00,5.44,1.00,,,,
sunday,sunday,43.25,43.25,6,5,2,sunday,5.44,1.00,5.44,1.00,,,,
bruise,bruise,3.24,Noun,6,4,1,bruise,5.45,1.00,5.45,1.00,,,6.60,
lawn,lawn,12.35,Noun,4,3,1,lawn,5.45,1.00,5.45,1.00,,6.58,5.89,
slowpoke,slowpoke,0.35,Verb,8,6,2,slowpoke,5.45,1.00,5.45,1.00,,,,
sword,sword,26.18,Noun,5,4,1,sword,5.45,1.00,5.45,1.00,,6.88,5.86,
ahead,ahead,198.33,Adverb,5,4,2,ahead,5.45,1.00,5.45,1.00,5.91,,,6.68
before,before,794.14,Conjunction,6,5,2,before,5.45,1.00,5.45,1.00,4.73,,,5.20
half,half,199.14,Determiner,4,3,1,half,5.45,1.00,5.45,1.00,,5.47,5.06,
than,than,738.80,Conjunction,4,3,1,than,5.45,1.00,5.45,1.00,,,4.59,
honest,honest,72.33,Adjective,6,5,2,honest,5.46,1.00,5.46,1.00,6.53,6.28,,6.13
almost,almost,193.27,Adverb,6,6,2,almost,5.47,1.00,5.47,1.00,5.49,,,6.40
between,between,175.14,Preposition,7,6,2,between,5.47,1.00,5.47,1.00,5.33,,,5.68
deep,deep,76.39,Adjective,4,3,1,deep,5.47,1.00,5.47,1.00,,,5.47,
elevator,elevator,24.41,Noun,8,7,4,elevator,5.47,1.00,5.47,1.00,,,,
fight,fight,201.08,Verb,5,3,1,fight,5.47,1.00,5.47,1.00,5.30,5.35,5.19,
fishbowl,fishbowl,0.18,Noun,8,6,2,fishbowl,5.47,1.00,5.47,1.00,,,,
funny,funny,218.18,Adjective,5,4,2,funny,5.47,1.00,5.47,1.00,4.47,4.16,,4.64
hundred,hundred,78.73,Noun,7,7,2,hundred,5.47,1.00,5.47,1.00,,,,5.87
leak,leak,10.14,Noun,4,3,1,leak,5.47,1.00,5.47,1.00,,6.77,6.28,
lollypop,lollypop,0.04,Noun,8,7,3,lollypop,5.47,1.00,5.47,1.00,,,,
melt,melt,7.31,Verb,4,4,1,melt,5.47,1.00,5.47,1.00,5.61,5.64,5.99,
mummy,mummy,9.80,Noun,5,4,2,mummy,5.47,1.00,5.47,1.00,,2.31,,6.26
nosy,nosy,2.82,Adjective,4,4,2,nosy,5.47,1.00,5.47,1.00,,,,
otter,otter,1.35,Noun,5,3,2,otter,5.47,0.89,5.47,0.89,,7.66,,
pepper,pepper,8.80,Noun,6,4,2,pepper,5.47,1.00,5.47,1.00,,5.50,,5.37
punishment,punishment,13.43,Noun,10,9,3,punishment,5.47,1.00,5.47,1.00,,6.88,,
rhyme,rime,4.41,Noun,5,3,1,rhyme,5.47,1.00,5.47,1.00,,5.20,6.87,
shark,shark,14.98,Noun,5,4,1,shark,5.47,1.00,5.47,1.00,,5.18,4.67,
snoopy,snoopy,1.02,Adjective,6,5,2,snoopy,5.47,1.00,5.47,1.00,,,,
snot,snot,2.12,Noun,4,4,1,snot,5.47,1.00,5.47,1.00,,,,
stretch,stretch,14.67,Verb,7,5,1,stretch,5.47,1.00,5.47,1.00,7.08,7.01,6.06,
surprise,surprise,88.90,Noun,8,6,2,surprise,5.47,1.00,5.47,1.00,,6.50,,6.06
tea,tea,58.63,Noun,3,2,1,tea,5.47,1.00,5.47,1.00,,,5.46,
tough,tough,90.51,Adjective,5,3,1,tough,5.47,1.00,5.47,1.00,,7.30,6.33,
waterfall,waterfall,1.86,Noun,9,7,3,waterfall,5.47,1.00,5.47,1.00,,,,
whale,whale,11.25,Noun,5,3,1,whale,5.47,1.00,5.47,1.00,6.73,,4.93,
giggle,giggle,1.71,Verb,6,5,2,giggle,5.48,1.00,5.48,1.00,5.48,,,5.08
lullaby,lullaby,1.73,Noun,7,6,3,lullaby,5.48,1.00,5.48,1.00,,,,
saturday,saturday,47.51,47.51,8,6,3,saturday,5.48,1.00,5.48,1.00,,,,
bake,bake,6.33,Verb,4,3,1,bake,5.50,1.00,5.50,1.00,4.70,6.33,5.46,
bam,bam,7.08,Verb,3,3,1,bam,5.50,0.78,5.50,0.78,,,,
broom,broom,4.76,Noun,5,4,1,broom,5.50,1.00,5.50,1.00,,6.33,5.33,
cloudy,cloudy,2.16,Adjective,6,5,2,cloudy,5.50,1.00,5.50,1.00,,,,
comb,comb,6.06,Verb,4,3,1,comb,5.50,1.00,5.50,1.00,4.31,,5.39,
different,different,209.53,Adjective,9,7,3,different,5.50,1.00,5.50,1.00,5.79,,,
dizzy,dizzy,8.43,Adjective,5,4,2,dizzy,5.50,1.00,5.50,1.00,,5.48,,5.49
eyebrow,eyebrow,1.39,Noun,7,4,2,eyebrow,5.50,1.00,5.50,1.00,,,,
frisbee,frisbee,1.86,Noun,7,6,2,frisbee,5.50,1.00,5.50,1.00,,,,
fuss,fuss,7.14,Noun,4,3,1,fuss,5.50,1.00,5.50,1.00,,6.35,6.10,
grandparent,grandparent,0.25,Noun,11,11,3,grandparent,5.50,1.00,5.50,1.00,,,,
hood,hood,15.39,Noun,4,3,1,hood,5.50,1.00,5.50,1.00,,5.92,6.20,
misbehave,misbehave,0.59,Verb,9,8,3,misbehave,5.50,1.00,5.50,1.00,,,,
moonlight,moonlight,6.94,Noun,9,6,2,moonlight,5.50,1.00,5.50,1.00,,7.56,,
pay,pay,254.61,Verb,3,2,1,pay,5.50,1.00,5.50,1.00,5.92,,5.86,
piano,piano,24.86,Noun,5,5,3,piano,5.50,1.00,5.50,1.00,,5.20,,
pinch,pinch,6.12,Noun,5,4,1,pinch,5.50,1.00,5.50,1.00,5.37,,5.59,
plum,plum,3.41,Noun,4,4,1,plum,5.50,1.00,5.50,1.00,,,5.54,
raincoat,raincoat,1.65,Noun,8,6,2,raincoat,5.50,1.00,5.50,1.00,,,,
reflection,reflection,5.02,Noun,10,9,3,reflection,5.50,1.00,5.50,1.00,,,,
schoolyard,schoolyard,0.86,Noun,10,8,2,schoolyard,5.50,1.00,5.50,1.00,,,,
shelf,shelf,6.96,Noun,5,4,1,shelf,5.50,1.00,5.50,1.00,,5.75,5.99,
sleepover,sleepover,1.45,Noun,9,7,3,sleepover,5.50,1.00,5.50,1.00,,,,
smart,smart,96.25,Adjective,5,5,1,smart,5.50,1.00,5.50,1.00,,6.33,5.27,
spring,spring,31.31,Noun,6,5,1,spring,5.50,1.00,5.50,1.00,,5.50,5.79,
sprinkle,sprinkle,1.45,Verb,8,8,2,sprinkle,5.50,1.00,5.50,1.00,,,,6.20
thankful,thankful,5.37,Adjective,8,7,2,thankful,5.50,1.00,5.50,1.00,6.93,,,
timeout,timeout,0.51,Noun,7,5,2,timeout,5.50,1.00,5.50,1.00,,,,
tractor,tractor,3.73,Noun,7,6,2,tractor,5.50,0.95,5.50,0.95,,4.96,,5.49
tube,tube,16.43,Noun,4,3,1,tube,5.50,1.00,5.50,1.00,,6.79,6.87,
piggybank,piggybank,#N/A,#N/A,9,8,3,piggybank,5.51,1.00,5.51,1.00,,,,
babycarriage,baby carriage,#N/A,Noun,12,9,5,babycarriage,5.52,1.00,5.52,1.00,,,,
january,january,6.69,6.69,7,8,4,january,5.52,1.00,5.52,1.00,5.59,,,
magic,magic,52.69,Noun,5,5,2,magic,5.52,1.00,5.52,1.00,5.69,5.73,,4.91
that,that,14111.31,Determiner,4,3,1,that,5.53,1.00,5.53,1.00,4.75,,3.63,
bone,bone,26.06,Noun,4,3,1,bone,5.53,1.00,5.53,1.00,,5.35,5.26,
cap,cap,18.75,Noun,3,3,1,cap,5.53,1.00,5.53,1.00,,,4.80,
chase,chase,32.80,Noun,5,3,1,chase,5.53,1.00,5.53,1.00,5.27,,5.27,
check,cheque,278.98,Verb,5,3,1,check,5.53,1.00,5.53,1.00,7.01,,6.53,
chick,chick,26.16,Noun,5,3,1,chick,5.53,1.00,5.53,1.00,,,5.73,
coffeepot,coffeepot,0.41,Noun,9,7,3,coffeepot,5.53,1.00,5.53,1.00,,,,
cushion,cushion,2.16,Noun,7,5,2,cushion,5.53,1.00,5.53,1.00,,5.48,,7.26
goo,goo,2.14,Noun,3,2,1,goo,5.53,0.90,5.53,0.90,,,5.13,
